"filename", "language", "CSS", "JavaScript", "JSON", "Go", "Markdown", "Golang HTML Template", "XML", "Django txt", "Log", "HTTP", "comment", "blank", "total"
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\templates\pages\404.html", "Golang HTML Template", 0, 0, 0, 0, 0, 860, 0, 0, 0, 0, 0, 3, 863
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\templates\pages\blank.html", "Golang HTML Template", 0, 0, 0, 0, 0, 842, 0, 0, 0, 0, 0, 3, 845
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\templates\pages\create-account.html", "Golang HTML Template", 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 6, 140
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\templates\pages\forgot-password.html", "Golang HTML Template", 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 2, 67
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\templates\pages\login.html", "Golang HTML Template", 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 5, 125
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\templates\tables.html", "Golang HTML Template", 0, 0, 0, 0, 0, 2143, 0, 0, 0, 0, 0, 19, 2162
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\tests\setup_test.go", "Go", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\websocket\socket_client.go", "Go", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 7, 38
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\websocket\socket_pool.go", "Go", 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 5, 50
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\websocket\websocket.go", "Go", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 30, 3, 34
"d:\Go-Projects\src\GoProjects\CoffeeTwist\package.json", "JSON", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"Total", "-", 1025, 7495, 100, 2564, 38, 10464, 283, 3, 11058, 98, 931, 2995, 37054
